model,rank,feature,feature_label,importance_mean,importance_std,shap_mean_signed
Random Forest,119,title__golang,Title term: golang,0.00020880107715103203,0.0007119300728957254,1.8260995243761994e-05
Random Forest,120,tag__investment,Tag: investment,0.0002040770883438245,0.0004607460749451991,-6.161931118763006e-05
Random Forest,121,tag__voice,Tag: voice,0.00019599554184901417,0.0006662696913352181,2.9141099922419084e-06
Random Forest,122,location__canada,Location: canada,0.00019508222306245223,0.0005933451093444462,-3.4153227131857576e-05
Random Forest,123,tag__ui,Tag: ui,0.0001889224105819525,0.0005484434790794947,2.5327640287125454e-05
Random Forest,124,tag__consulting,Tag: consulting,0.00018624780931785344,0.00036127155230772156,4.8399465060757335e-05
Random Forest,125,tag__full_stack,Tag: full-stack,0.0001694468639034625,0.0004594987737126778,-1.2578417732481588e-05
Random Forest,126,title__ruby,Title term: ruby,0.00016473747457009538,0.00038659185475945276,-0.00011159196479046491
Random Forest,127,title__operations,Title term: operations,0.00015888568175751038,0.0005086380073405395,6.436029600914037e-06
Random Forest,128,title__technical,Title term: technical,0.0001552042787802206,0.0006143110178334543,-2.335220693175299e-05
Random Forest,129,title__end,Title term: end,0.0001517878153713408,0.00025563455346827905,0.00011580211933401287
Random Forest,130,tag__reliability,Tag: reliability,0.0001439998919482169,0.0003452849195667458,-5.134818860486513e-06
Random Forest,131,title__cloud,Title term: cloud,0.00014184897064416457,0.0006228853103965188,-2.188031765250915e-05
Random Forest,132,title__business,Title term: business,0.00013815568458156336,0.00040716060938533825,4.189652753805731e-05
Random Forest,133,title__systems,Title term: systems,0.0001275541053702843,0.00029349311739608106,-8.990197074999718e-05
Random Forest,134,tag__educational,Tag: educational,0.00012006219115052387,0.00030507598978600113,2.943759714883725e-05
Random Forest,135,title__enterprise,Title term: enterprise,0.00010067825241770067,0.0004583634345347141,5.9202221118261815e-06
Random Forest,136,title__intern,Title term: intern,6.272473779840888e-05,0.0002736440863457124,-2.094334486785449e-05
Random Forest,137,location__germany,Location: germany,6.20058501095366e-05,3.2274220319636595e-05,6.20058501095366e-05
Random Forest,138,title__staff,Title term: staff,5.743499283880091e-05,0.0002144498709599842,-1.541669239283756e-05
Random Forest,139,title__platform,Title term: platform,5.665910795721813e-05,0.00017086237598849883,1.479765161899806e-05
Random Forest,140,title__fullstack,Title term: fullstack,4.5808731630984514e-05,0.00017631316376038713,-2.360941257981408e-05
Random Forest,141,title__rails,Title term: rails,4.336743642595258e-05,8.797554871092267e-05,-8.77976787809474e-06
Random Forest,142,title__principal,Title term: principal,4.115769746672418e-05,3.693286242757292e-05,-3.5900917935536506e-05
Random Forest,143,location__australia,Location: australia,2.2047640475890088e-05,1.4965554184448965e-05,-2.2012504714551506e-05
Random Forest,144,location__netherlands,Location: netherlands,1.4261135285009789e-05,0.00011256648145166206,7.965628179732323e-06
Random Forest,145,location__mexico,Location: mexico,1.3751124179310294e-05,5.794868089115293e-05,1.4547163474719078e-06
Random Forest,146,location__spain,Location: spain,1.2179959040687177e-05,1.2656626100255544e-05,1.2178563346648843e-05
Random Forest,147,location__argentina,Location: argentina,1.1038089730301731e-05,4.083892464808369e-05,5.87566648865748e-06
Random Forest,148,location__nigeria,Location: nigeria,9.05086004498221e-06,2.7086681575860517e-05,-5.481392424060966e-06
Random Forest,149,location__france,Location: france,8.80457504509144e-06,1.0455485575249422e-05,-8.317281027754162e-06
Random Forest,150,location__poland,Location: poland,8.220027370121463e-06,1.3050999963750569e-05,8.080612222592047e-06
Random Forest,151,location__colombia,Location: colombia,4.19522935249355e-06,3.4806404453961813e-06,4.19522935249355e-06
Random Forest,152,location__philippines,Location: philippines,3.977772710114724e-06,1.0492356952906015e-05,-4.599895840155759e-07
Random Forest,153,location__portugal,Location: portugal,3.167449082295425e-06,3.88610849840712e-06,2.926536651450628e-06
Random Forest,154,location__singapore,Location: singapore,2.264643857508031e-06,3.098986194776686e-06,-2.101856233457411e-06
Random Forest,155,location__gibraltar,Location: gibraltar,2.065521046022077e-06,2.6230042958892276e-06,2.065521046022077e-06
Random Forest,156,location__ireland,Location: ireland,1.7484425409669508e-06,1.2896271729046375e-06,1.6005285633803247e-06
Histogram Gradient Boosting,1,posting_age_days,Posting age in days,1.1396614074205018,0.8675806623947282,0.06518449834368994
Histogram Gradient Boosting,2,tag__sales,Tag: sales,0.18564248369734473,0.23965741330396945,-0.01461170890076253
Histogram Gradient Boosting,3,tag__non_tech,Tag: non tech,0.14819971032656987,0.23642116755132878,-0.00027678860005753944
Histogram Gradient Boosting,4,tag__engineer,Tag: engineer,0.125816708690355,0.08819713498409248,-0.04108976997019089
Histogram Gradient Boosting,5,tag__javascript,Tag: javascript,0.12322074721740206,0.1483096999497745,0.013932251587165215
Histogram Gradient Boosting,6,tag__marketing,Tag: marketing,0.10934179385072654,0.13928570355236564,0.0023100040562280145
Histogram Gradient Boosting,7,tag__video,Tag: video,0.10550791083836462,0.1869767458593898,-0.0015288507151529425
Histogram Gradient Boosting,8,tag_count,Number of tags,0.09472859534418458,0.08956489319488345,0.014372251762785641
Histogram Gradient Boosting,9,post_month,Posting month,0.07999928925798812,0.07996009747364663,-0.0004599959774512288
Histogram Gradient Boosting,10,description_chars_log,"Description length, log",0.07474605543788744,0.14682341900203347,-0.018485394969056265
Histogram Gradient Boosting,11,tag__english,Tag: english,0.060829487971132176,0.13434567710628573,0.002834496038587785
Histogram Gradient Boosting,12,tag__cloud,Tag: cloud,0.05969712541013957,0.09414185789515556,-0.016680230990796564
Histogram Gradient Boosting,13,tag__senior,Tag: senior,0.0487767803561893,0.06036172614888877,-0.010129328317003673
Histogram Gradient Boosting,14,tag__microsoft,Tag: microsoft,0.04671142954255935,0.11978430631023149,-0.006205482858973323
Histogram Gradient Boosting,15,tag__design,Tag: design,0.04577557994975492,0.07249704249445932,-0.01319193988414786
Histogram Gradient Boosting,16,location__united_states,Location: united states,0.041160630163050424,0.0406929139721241,-0.004948463654837362
Histogram Gradient Boosting,17,tag__travel,Tag: travel,0.03854958383662921,0.09830291258158756,0.006875385095611412
Histogram Gradient Boosting,18,tag__testing,Tag: testing,0.03816861850262875,0.0851132571519265,0.004442573702782505
Histogram Gradient Boosting,19,tag__react,Tag: react,0.03706111299424328,0.06864062156643737,-0.0026730950905920928
Histogram Gradient Boosting,20,tag__legal,Tag: legal,0.035722737896535926,0.0878911348337862,0.007871666940006931
Histogram Gradient Boosting,21,tag__golang,Tag: golang,0.03517570455493503,0.06769534302081892,0.00025036882056092574
Histogram Gradient Boosting,22,tag__software,Tag: software,0.03434000661137769,0.032441966706335555,0.0066576933784471175
Histogram Gradient Boosting,23,tag__saas,Tag: saas,0.033554885045938045,0.05466838833386541,-0.0021372976387037204
Histogram Gradient Boosting,24,tag__system,Tag: system,0.033250275506249545,0.04194597462164847,-0.001236963690187834
Histogram Gradient Boosting,25,tag__python,Tag: python,0.033248725861163814,0.06853580194878851,-0.006582226261982461
Histogram Gradient Boosting,26,tag__mobile,Tag: mobile,0.03195404533518314,0.08782714876730624,-0.006471949375994506
Histogram Gradient Boosting,27,title_chars_log,"Title length, log",0.02899676661321843,0.04235363080749926,-0.0017434055233337853
Histogram Gradient Boosting,28,tag__ruby,Tag: ruby,0.028766312808160447,0.07247557879988857,-0.010529450293623841
Histogram Gradient Boosting,29,tag__health,Tag: health,0.028498846001263452,0.027431141064548956,-0.0031913321323464644
Histogram Gradient Boosting,30,tag__salesforce,Tag: salesforce,0.0280069084461528,0.09665673126947212,0.01396551576078941
Histogram Gradient Boosting,31,tag__backend,Tag: backend,0.027376654956696042,0.03733300128975056,0.0018192660338078508
Histogram Gradient Boosting,32,title__data,Title term: data,0.027021369554521304,0.07610183649066332,0.008995214874566776
Histogram Gradient Boosting,33,title__engineer,Title term: engineer,0.02519845824599768,0.017638486183586048,0.00033633102180121284
Histogram Gradient Boosting,34,tag__crypto,Tag: crypto,0.02489316832889839,0.07628032315786366,0.004617127536167705
Histogram Gradient Boosting,35,title__lead,Title term: lead,0.024846769641910686,0.05367077962934254,0.004252919095388697
Histogram Gradient Boosting,36,tag__engineering,Tag: engineering,0.02340347205683557,0.02109715755717077,-0.0010921491591567567
Histogram Gradient Boosting,37,tag__quality_assurance,Tag: quality assurance,0.022672163510876496,0.055346096678176165,-0.0023097395076778666
Histogram Gradient Boosting,38,title__engineering,Title term: engineering,0.022130169900496426,0.07162299063928027,0.003353777646826629
Histogram Gradient Boosting,39,tag__developer,Tag: developer,0.021698906216222464,0.02937503635721677,-0.0026391369993614936
Histogram Gradient Boosting,40,tag__front_end,Tag: front end,0.021666165018419253,0.03745142680549252,0.003260927047451118
Histogram Gradient Boosting,41,tag__android,Tag: android,0.02053039701705248,0.0686472296377483,-0.0012950751388653055
Histogram Gradient Boosting,42,tag__medical,Tag: medical,0.01922128022961186,0.057496843449281465,-0.0034443818778990996
Histogram Gradient Boosting,43,title__customer,Title term: customer,0.018636341618225347,0.05952753127107974,0.0002342120917258374
Histogram Gradient Boosting,44,post_year,Posting year,0.01849429339885711,0.03273049561695055,0.0013117477093429124
Histogram Gradient Boosting,45,tag__operational,Tag: operational,0.016358951258929628,0.02377727109911076,-0.0033546850500933444
Histogram Gradient Boosting,46,title__support,Title term: support,0.016335560004925403,0.06358774050180968,-0.002630917734979849
Histogram Gradient Boosting,47,tag__devops,Tag: devops,0.015809556064954596,0.025006013946718978,-0.00476215165935006
Histogram Gradient Boosting,48,tag__recruiter,Tag: recruiter,0.015586306726028674,0.04683943003192988,-0.0025781215244969147
Histogram Gradient Boosting,49,tag__management,Tag: management,0.015555375044134312,0.017193770169069242,0.0012054970144191523
Histogram Gradient Boosting,50,tag__junior,Tag: junior,0.015356216677665095,0.035353503775879265,0.002169413232505591
Histogram Gradient Boosting,51,title__web,Title term: web,0.013489841664297833,0.06188407394732942,-0.00011718773209775838
Histogram Gradient Boosting,52,tag__edu,Tag: edu,0.012912021470982213,0.04092522107538552,-0.0001451302444552765
Histogram Gradient Boosting,53,title__architect,Title term: architect,0.012507631430976456,0.050075061217655654,0.0035447966686073147
Histogram Gradient Boosting,54,title__frontend,Title term: frontend,0.012161897349476113,0.04078931140932852,0.0004803090944274717
Histogram Gradient Boosting,55,title__developer,Title term: developer,0.011688766898458519,0.019232213606316873,-0.0007333443981377076
Histogram Gradient Boosting,56,tag__node,Tag: node,0.01097884776702136,0.027486818320704376,0.0027268614312405525
Histogram Gradient Boosting,57,title__analyst,Title term: analyst,0.010714262341963965,0.027859986326417296,0.0029142373790901287
Histogram Gradient Boosting,58,tag__financial,Tag: financial,0.010588476540279522,0.019755947018236845,-0.000782342712293302
Histogram Gradient Boosting,59,title__backend,Title term: backend,0.01021141635510273,0.027104331717670946,0.0004830847124568196
Histogram Gradient Boosting,60,location_count,Number of location labels,0.009994683204965717,0.017930169372915084,0.0014639177861412095
Histogram Gradient Boosting,61,tag__manager,Tag: manager,0.009843826149979416,0.013991534126742452,-0.0001901432294816484
Histogram Gradient Boosting,62,tag__technical,Tag: technical,0.009090472070719682,0.012467571462776132,0.0012966608044106558
Histogram Gradient Boosting,63,title__senior,Title term: senior,0.009084021803424828,0.017009614221528885,-0.001183497650249228
Histogram Gradient Boosting,64,title__manager,Title term: manager,0.008631152587000075,0.015276558126581644,-0.0002193033628106367
Histogram Gradient Boosting,65,title__product,Title term: product,0.008174741747570918,0.022320962181158522,0.001406932036186764
Histogram Gradient Boosting,66,title__content,Title term: content,0.007909904506512019,0.03834824046870648,-0.0013234308031700739
Histogram Gradient Boosting,67,title__director,Title term: director,0.00787450814777474,0.027947538231726344,0.0006604856206644399
Histogram Gradient Boosting,68,tag__finance,Tag: finance,0.007659251740105544,0.015659118575546,0.0016887046478899265
Histogram Gradient Boosting,69,tag__support,Tag: support,0.007267711257470208,0.013225575152694315,0.0017283347729636091
Histogram Gradient Boosting,70,tag__content,Tag: content,0.007178614785664033,0.013049411336183085,0.0010937104831689835
Histogram Gradient Boosting,71,tag__java,Tag: java,0.006681768961220359,0.02971889532916719,-0.0037409792015880064
Histogram Gradient Boosting,72,tag__full_time,Tag: full-time,0.006560812571948927,0.02163670202131465,-0.004015477690858019
Histogram Gradient Boosting,73,tag__lead,Tag: lead,0.005944243016527531,0.0075922092931579,0.0012580977828222414
Histogram Gradient Boosting,74,title__software,Title term: software,0.005762237263887444,0.009630225522302737,0.00036242130282202237
Histogram Gradient Boosting,75,tag__accounting,Tag: accounting,0.005461772577371978,0.020536787821077675,-0.0014708504524906837
Histogram Gradient Boosting,76,title__designer,Title term: designer,0.0052386209864521815,0.013884101525451628,-0.00031603910544541716
Histogram Gradient Boosting,77,tag__security,Tag: security,0.005210806007977651,0.006885602411867462,-0.0011936349837454096
Histogram Gradient Boosting,78,tag__linux,Tag: linux,0.0052046967165149975,0.017208092121823424,0.0003916987236778347
Histogram Gradient Boosting,79,title__development,Title term: development,0.005125656808006657,0.022647660051060368,-0.0006960103303274794
Histogram Gradient Boosting,80,title__security,Title term: security,0.0049930732939035055,0.01830246892662383,-0.0019320311282150454
Histogram Gradient Boosting,81,tag__recruiting,Tag: recruiting,0.0049471115801073585,0.011151816136163931,0.0009512846783292422
Histogram Gradient Boosting,82,tag__training,Tag: training,0.0048013607268439715,0.012277513781532096,-9.733984988629381e-05
Histogram Gradient Boosting,83,title__specialist,Title term: specialist,0.004594477166169389,0.007958390666204592,0.003078553401332927
Histogram Gradient Boosting,84,title__sales,Title term: sales,0.004489536347227562,0.01599080591757729,-0.0007660165189310891
Histogram Gradient Boosting,85,title__devops,Title term: devops,0.003713392220159565,0.010316050284054565,-0.0014112679625372245
Histogram Gradient Boosting,86,tag__go,Tag: go,0.0032501400658083183,0.006817137732850829,0.0004331093267854649
Histogram Gradient Boosting,87,tag__operations,Tag: operations,0.003089811352127187,0.006025657606244751,5.804987565726495e-05
Histogram Gradient Boosting,88,tag__analytics,Tag: analytics,0.0029042517376910034,0.0055186162704198415,0.0005898886302586187
Histogram Gradient Boosting,89,tag__git,Tag: git,0.00285605505351191,0.008252002607664474,0.0002452932880743775
Histogram Gradient Boosting,90,tag__excel,Tag: excel,0.0028307595014754696,0.007248254714478112,0.000788266618717244
Histogram Gradient Boosting,91,title__business,Title term: business,0.0028295292068349753,0.008734969498449834,0.001752302019257666
Histogram Gradient Boosting,92,tag__leader,Tag: leader,0.002553643533610492,0.003900578500404933,-0.000639984628125486
Histogram Gradient Boosting,93,tag__consulting,Tag: consulting,0.0025327898132438795,0.01057833672253517,-0.0007081051615021183
Histogram Gradient Boosting,94,title__associate,Title term: associate,0.0022912134324529782,0.007363570228970194,-0.0008541897902761155
Histogram Gradient Boosting,95,title__scientist,Title term: scientist,0.0020576714870447687,0.008754595871875952,0.0005017304742261571
Histogram Gradient Boosting,96,tag__test,Tag: test,0.0020347854472081853,0.015905069163391163,0.0006584881328192237
Histogram Gradient Boosting,97,tag__api,Tag: api,0.001945800084642661,0.005651591566024053,1.688373808613994e-05
Histogram Gradient Boosting,98,title__systems,Title term: systems,0.001825897948823615,0.0016112437978643651,-0.0016237673442424275
Histogram Gradient Boosting,99,tag__growth,Tag: growth,0.001655142077290627,0.004086433405228164,-9.367050402060764e-05
Histogram Gradient Boosting,100,tag__strategy,Tag: strategy,0.0016412734083098867,0.0030414838794239527,0.00016864685715104147
Histogram Gradient Boosting,101,tag__web,Tag: web,0.001577887135501959,0.005191540570430915,0.0001204952968879551
Histogram Gradient Boosting,102,tag__executive,Tag: executive,0.001471791601596826,0.003386160653552415,0.00017031901921137516
Histogram Gradient Boosting,103,tag__ui,Tag: ui,0.0014379603692374777,0.004764726061365545,8.610163621300957e-05
Histogram Gradient Boosting,104,title__principal,Title term: principal,0.0013807957874577993,0.00062463481377597,-0.0013201822225693898
Histogram Gradient Boosting,105,title__marketing,Title term: marketing,0.0013532324979333274,0.0024889108063539415,-0.000716289035464068
Histogram Gradient Boosting,106,tag__fintech,Tag: fintech,0.0013259125790033147,0.00598959821793563,-7.786565234200191e-05
Histogram Gradient Boosting,107,title__front,Title term: front,0.001304130813645772,0.0030830641029219955,0.0006376248531716775
Histogram Gradient Boosting,108,tag__voice,Tag: voice,0.0012602834052635843,0.0036531517785059744,9.168358639644839e-05
Histogram Gradient Boosting,109,tag__analyst,Tag: analyst,0.0012271824738680963,0.0036926823577630914,0.00035764738538893756
Histogram Gradient Boosting,110,tag__reliability,Tag: reliability,0.0011267426415738592,0.003198884857296551,0.000495018992471051
Histogram Gradient Boosting,111,location__india,Location: india,0.0010945514579694196,0.004208039053804886,5.5093611288120324e-05
Histogram Gradient Boosting,112,tag__code,Tag: code,0.0010222465050626337,0.002072961733079821,0.0005203641731649041
Histogram Gradient Boosting,113,location__canada,Location: canada,0.0010061832153356717,0.0020467536270693857,-0.00034020228152703926
Histogram Gradient Boosting,114,title__full,Title term: full,0.0008918782798629817,0.003709808413613891,-7.94610343792546e-05
Histogram Gradient Boosting,115,title__rails,Title term: rails,0.0008681220144388473,0.0037333875046404188,0.0008681220144388473
Histogram Gradient Boosting,116,location__united_kingdom,Location: united kingdom,0.0008400777555975262,0.0023204685243797857,-1.5305410163767883e-05
Histogram Gradient Boosting,117,title__react,Title term: react,0.0008365520978756511,0.005478424028299264,0.00015880174361679355
Histogram Gradient Boosting,118,title__account,Title term: account,0.0008110612448365806,0.0042272902136073496,-0.00022595695403085977
Histogram Gradient Boosting,119,title__operations,Title term: operations,0.0007939826446514065,0.0021029362321825485,0.00021404342889148084
Histogram Gradient Boosting,120,title__success,Title term: success,0.0007647702413716344,0.0029552822286071597,-6.153513407195991e-05
Histogram Gradient Boosting,121,title__golang,Title term: golang,0.0007355925718735655,0.007212054443373677,0.00018006670616788339
Histogram Gradient Boosting,122,tag__ux,Tag: ux,0.0006021051724726628,0.0013429666356709682,6.361443106071382e-05
Histogram Gradient Boosting,123,tag__recruitment,Tag: recruitment,0.0005113613699988416,0.0014348545207620244,0.00013787814579967105
Histogram Gradient Boosting,124,title__stack,Title term: stack,0.0004947056394704977,0.0010714410593292013,-0.0001322970405697235
Histogram Gradient Boosting,125,tag__full_stack,Tag: full-stack,0.00046127332333706914,0.003559166686387329,-0.00025387233093425145
Histogram Gradient Boosting,126,location__france,Location: france,0.0003532062420515351,2.3547292511550765e-05,-0.0003532062420515351
Histogram Gradient Boosting,127,title__representative,Title term: representative,0.0003255467605339329,0.0016071139353855627,8.408802017517636e-05
Histogram Gradient Boosting,128,title__executive,Title term: executive,0.00031633564064284384,0.0017952152858639844,0.0001235573832384813
Histogram Gradient Boosting,129,tag__healthcare,Tag: healthcare,0.00030006115790147386,0.0007431848507977307,-9.679444283086191e-05
Histogram Gradient Boosting,130,location__ireland,Location: ireland,0.0002959074219508633,1.7312343347219538e-05,-0.0002959074219508633
Histogram Gradient Boosting,131,title__end,Title term: end,0.00027783214432580455,0.0005964556001950741,0.00012413243843537597
Histogram Gradient Boosting,132,title__technical,Title term: technical,0.00017811681680862603,0.0003645239951065413,4.0733658445624675e-05
Histogram Gradient Boosting,133,tag__investment,Tag: investment,0.00017627198172848874,0.0003766042371755259,-0.00011686850706459304
Histogram Gradient Boosting,134,location__portugal,Location: portugal,0.00015227619066076744,1.538451052949152e-05,0.00015227619066076744
Histogram Gradient Boosting,135,title__cloud,Title term: cloud,8.743761879854227e-05,0.00020254108671155272,-7.209684036421072e-05
Histogram Gradient Boosting,136,title__platform,Title term: platform,0.0,0.0,0.0
Histogram Gradient Boosting,137,title__enterprise,Title term: enterprise,0.0,0.0,0.0
Histogram Gradient Boosting,138,title__fullstack,Title term: fullstack,0.0,0.0,0.0
Histogram Gradient Boosting,139,title__ruby,Title term: ruby,0.0,0.0,0.0
Histogram Gradient Boosting,140,title__intern,Title term: intern,0.0,0.0,0.0
Histogram Gradient Boosting,141,title__staff,Title term: staff,0.0,0.0,0.0
Histogram Gradient Boosting,142,location__brazil,Location: brazil,0.0,0.0,0.0
Histogram Gradient Boosting,143,location__spain,Location: spain,0.0,0.0,0.0
Histogram Gradient Boosting,144,location__mexico,Location: mexico,0.0,0.0,0.0
Histogram Gradient Boosting,145,location__poland,Location: poland,0.0,0.0,0.0
Histogram Gradient Boosting,146,location__australia,Location: australia,0.0,0.0,0.0
Histogram Gradient Boosting,147,location__germany,Location: germany,0.0,0.0,0.0
Histogram Gradient Boosting,148,location__philippines,Location: philippines,0.0,0.0,0.0
Histogram Gradient Boosting,149,location__colombia,Location: colombia,0.0,0.0,0.0
Histogram Gradient Boosting,150,location__gibraltar,Location: gibraltar,0.0,0.0,0.0
Histogram Gradient Boosting,151,location__nigeria,Location: nigeria,0.0,0.0,0.0
Histogram Gradient Boosting,152,location__netherlands,Location: netherlands,0.0,0.0,0.0
Histogram Gradient Boosting,153,location__argentina,Location: argentina,0.0,0.0,0.0
Histogram Gradient Boosting,154,location__singapore,Location: singapore,0.0,0.0,0.0
Histogram Gradient Boosting,155,tag__educational,Tag: educational,0.0,0.0,0.0
Histogram Gradient Boosting,156,tag__director,Tag: director,0.0,0.0,0.0
